date,spot_price
2020-01-21,12169.849609375
2020-01-22,12106.900390625
2020-01-23,12180.349609375
2020-01-24,12248.25
2020-01-27,12119.0
2020-01-28,12055.7998046875
2020-01-29,12129.5
2020-01-30,12035.7998046875
2020-01-31,11962.099609375
2020-02-03,11707.900390625
2020-02-04,11979.650390625
2020-02-05,12089.150390625
2020-02-06,12137.9501953125
2020-02-07,12098.349609375
2020-02-10,12031.5
2020-02-11,12107.900390625
2020-02-12,12201.2001953125
2020-02-13,12174.650390625
2020-02-14,12113.4501953125
2020-02-17,12045.7998046875
2020-02-18,11992.5
2020-02-19,12125.900390625
2020-02-20,12080.849609375
2020-02-24,11829.400390625
2020-02-25,11797.900390625
2020-02-26,11678.5
2020-02-27,11633.2998046875
2020-02-28,11201.75
2020-03-02,11132.75
2020-03-03,11303.2998046875
2020-03-04,11251.0
2020-03-05,11269.0
2020-03-06,10989.4501953125
2020-03-09,10451.4501953125
2020-03-11,10458.400390625
2020-03-12,9590.150390625
2020-03-13,9955.2001953125
2020-03-16,9197.400390625
2020-03-17,8967.0498046875
2020-03-18,8468.7998046875
2020-03-19,8263.4501953125
2020-03-20,8745.4501953125
2020-03-23,7610.25
2020-03-24,7801.0498046875
2020-03-25,8317.849609375
2020-03-26,8641.4501953125
2020-03-27,8660.25
2020-03-30,8281.099609375
2020-03-31,8597.75
2020-04-01,8253.7998046875
2020-04-03,8083.7998046875
2020-04-07,8792.2001953125
2020-04-08,8748.75
2020-04-09,9111.900390625
2020-04-13,8993.849609375
2020-04-15,8925.2998046875
2020-04-16,8992.7998046875
2020-04-17,9266.75
2020-04-20,9261.849609375
2020-04-21,8981.4501953125
2020-04-22,9187.2998046875
2020-04-23,9313.900390625
2020-04-24,9154.400390625
2020-04-27,9282.2998046875
2020-04-28,9380.900390625
2020-04-29,9553.349609375
2020-04-30,9859.900390625
2020-05-04,9293.5
2020-05-05,9205.599609375
2020-05-06,9270.900390625
2020-05-07,9199.0498046875
2020-05-08,9251.5
2020-05-11,9239.2001953125
2020-05-12,9196.5498046875
2020-05-13,9383.5498046875
2020-05-14,9142.75
2020-05-15,9136.849609375
2020-05-18,8823.25
2020-05-19,8879.099609375
2020-05-20,9066.5498046875
2020-05-21,9106.25
2020-05-22,9039.25
2020-05-26,9029.0498046875
2020-05-27,9314.9501953125
2020-05-28,9490.099609375
2020-05-29,9580.2998046875
2020-06-01,9826.150390625
2020-06-02,9979.099609375
2020-06-03,10061.5498046875
2020-06-04,10029.099609375
2020-06-05,10142.150390625
2020-06-08,10167.4501953125
2020-06-09,10046.650390625
2020-06-10,10116.150390625
2020-06-11,9902.0
2020-06-12,9972.900390625
2020-06-15,9813.7001953125
2020-06-16,9914.0
2020-06-17,9881.150390625
2020-06-18,10091.650390625
2020-06-19,10244.400390625
2020-06-22,10311.2001953125
2020-06-23,10471.0
2020-06-24,10305.2998046875
2020-06-25,10288.900390625
2020-06-26,10383.0
2020-06-29,10312.400390625
2020-06-30,10302.099609375
2020-07-01,10430.0498046875
2020-07-02,10551.7001953125
2020-07-03,10607.349609375
2020-07-06,10763.650390625
2020-07-07,10799.650390625
2020-07-08,10705.75
2020-07-09,10813.4501953125
2020-07-10,10768.0498046875
2020-07-13,10802.7001953125
2020-07-14,10607.349609375
2020-07-15,10618.2001953125
2020-07-16,10739.9501953125
2020-07-17,10901.7001953125
2020-07-20,11022.2001953125
2020-07-21,11162.25
2020-07-22,11132.599609375
2020-07-23,11215.4501953125
2020-07-24,11194.150390625
2020-07-27,11131.7998046875
2020-07-28,11300.5498046875
2020-07-29,11202.849609375
2020-07-30,11102.150390625
2020-07-31,11073.4501953125
2020-08-03,10891.599609375
2020-08-04,11095.25
2020-08-05,11101.650390625
2020-08-06,11200.150390625
2020-08-07,11214.0498046875
2020-08-10,11270.150390625
2020-08-11,11322.5
2020-08-12,11308.400390625
2020-08-13,11300.4501953125
2020-08-14,11178.400390625
2020-08-17,11247.099609375
2020-08-18,11385.349609375
2020-08-19,11408.400390625
2020-08-20,11312.2001953125
2020-08-21,11371.599609375
2020-08-24,11466.4501953125
2020-08-25,11472.25
2020-08-26,11549.599609375
2020-08-27,11559.25
2020-08-28,11647.599609375
2020-08-31,11387.5
2020-09-01,11470.25
2020-09-02,11535.0
2020-09-03,11527.4501953125
2020-09-04,11333.849609375
2020-09-07,11355.0498046875
2020-09-08,11317.349609375
2020-09-09,11278.0
2020-09-10,11449.25
2020-09-11,11464.4501953125
2020-09-14,11440.0498046875
2020-09-15,11521.7998046875
2020-09-16,11604.5498046875
2020-09-17,11516.099609375
2020-09-18,11504.9501953125
2020-09-21,11250.5498046875
2020-09-22,11153.650390625
2020-09-23,11131.849609375
2020-09-24,10805.5498046875
2020-09-25,11050.25
2020-09-28,11227.5498046875
2020-09-29,11222.400390625
2020-09-30,11247.5498046875
2020-10-01,11416.9501953125
2020-10-05,11503.349609375
2020-10-06,11662.400390625
2020-10-07,11738.849609375
2020-10-08,11834.599609375
2020-10-09,11914.2001953125
2020-10-12,11930.9501953125
2020-10-13,11934.5
2020-10-14,11971.0498046875
2020-10-15,11680.349609375
2020-10-16,11762.4501953125
2020-10-19,11873.0498046875
2020-10-20,11896.7998046875
2020-10-21,11937.650390625
2020-10-22,11896.4501953125
2020-10-23,11930.349609375
2020-10-26,11767.75
2020-10-27,11889.400390625
2020-10-28,11729.599609375
2020-10-29,11670.7998046875
2020-10-30,11642.400390625
2020-11-02,11669.150390625
2020-11-03,11813.5
2020-11-04,11908.5
2020-11-05,12120.2998046875
2020-11-06,12263.5498046875
2020-11-09,12461.0498046875
2020-11-10,12631.099609375
2020-11-11,12749.150390625
2020-11-12,12690.7998046875
2020-11-13,12719.9501953125
2020-11-17,12874.2001953125
2020-11-18,12938.25
2020-11-19,12771.7001953125
2020-11-20,12859.0498046875
2020-11-23,12926.4501953125
2020-11-24,13055.150390625
2020-11-25,12858.400390625
2020-11-26,12987.0
2020-11-27,12968.9501953125
2020-12-01,13109.0498046875
2020-12-02,13113.75
2020-12-03,13133.900390625
2020-12-04,13258.5498046875
2020-12-07,13355.75
2020-12-08,13392.9501953125
2020-12-09,13529.099609375
2020-12-10,13478.2998046875
2020-12-11,13513.849609375
2020-12-14,13558.150390625
2020-12-15,13567.849609375
2020-12-16,13682.7001953125
2020-12-17,13740.7001953125
2020-12-18,13760.5498046875
2020-12-21,13328.400390625
2020-12-22,13466.2998046875
2020-12-23,13601.099609375
2020-12-24,13749.25
2020-12-28,13873.2001953125
2020-12-29,13932.599609375
2020-12-30,13981.9501953125
2020-12-31,13981.75
2021-01-01,14018.5
2021-01-04,14132.900390625
2021-01-05,14199.5
2021-01-06,14146.25
2021-01-07,14137.349609375
2021-01-08,14347.25
2021-01-11,14484.75
2021-01-12,14563.4501953125
2021-01-13,14564.849609375
2021-01-14,14595.599609375
2021-01-15,14433.7001953125
2021-01-18,14281.2998046875
2021-01-19,14521.150390625
2021-01-20,14644.7001953125
2021-01-21,14590.349609375
2021-01-22,14371.900390625
2021-01-25,14238.900390625
2021-01-27,13967.5
2021-01-28,13817.5498046875
2021-01-29,13634.599609375
2021-02-01,14281.2001953125
2021-02-02,14647.849609375
2021-02-03,14789.9501953125
2021-02-04,14895.650390625
2021-02-05,14924.25
2021-02-08,15115.7998046875
2021-02-09,15109.2998046875
2021-02-10,15106.5
2021-02-11,15173.2998046875
2021-02-12,15163.2998046875
2021-02-15,15314.7001953125
2021-02-16,15313.4501953125
2021-02-17,15208.900390625
2021-02-18,15118.9501953125
2021-02-19,14981.75
2021-02-22,14675.7001953125
2021-02-23,14707.7998046875
2021-02-24,14982.0
2021-02-25,15097.349609375
2021-02-26,14529.150390625
2021-03-01,14761.5498046875
2021-03-02,14919.099609375
2021-03-03,15245.599609375
2021-03-04,15080.75
2021-03-05,14938.099609375
2021-03-08,14956.2001953125
2021-03-09,15098.400390625
2021-03-10,15174.7998046875
2021-03-12,15030.9501953125
2021-03-15,14929.5
2021-03-16,14910.4501953125
2021-03-17,14721.2998046875
2021-03-18,14557.849609375
2021-03-19,14744.0
2021-03-22,14736.400390625
2021-03-23,14814.75
2021-03-24,14549.400390625
2021-03-25,14324.900390625
2021-03-26,14507.2998046875
2021-03-30,14845.099609375
2021-03-31,14690.7001953125
2021-04-01,14867.349609375
2021-04-05,14637.7998046875
2021-04-06,14683.5
2021-04-07,14819.0498046875
2021-04-08,14873.7998046875
2021-04-09,14834.849609375
2021-04-12,14310.7998046875
2021-04-13,14504.7998046875
2021-04-15,14581.4501953125
2021-04-16,14617.849609375
2021-04-19,14359.4501953125
2021-04-20,14296.400390625
2021-04-22,14406.150390625
2021-04-23,14341.349609375
2021-04-26,14485.0
2021-04-27,14653.0498046875
2021-04-28,14864.5498046875
2021-04-29,14894.900390625
2021-04-30,14631.099609375
2021-05-03,14634.150390625
2021-05-04,14496.5
2021-05-05,14617.849609375
2021-05-06,14724.7998046875
2021-05-07,14823.150390625
2021-05-10,14942.349609375
2021-05-11,14850.75
2021-05-12,14696.5
2021-05-14,14677.7998046875
2021-05-17,14923.150390625
2021-05-18,15108.099609375
2021-05-19,15030.150390625
2021-05-20,14906.0498046875
2021-05-21,15175.2998046875
2021-05-24,15197.7001953125
2021-05-25,15208.4501953125
2021-05-26,15301.4501953125
2021-05-27,15337.849609375
2021-05-28,15435.650390625
2021-05-31,15582.7998046875
2021-06-01,15574.849609375
2021-06-02,15576.2001953125
2021-06-03,15690.349609375
2021-06-04,15670.25
2021-06-07,15751.650390625
2021-06-08,15740.099609375
2021-06-09,15635.349609375
2021-06-10,15737.75
2021-06-11,15799.349609375
2021-06-14,15811.849609375
2021-06-15,15869.25
2021-06-16,15767.5498046875
2021-06-17,15691.400390625
2021-06-18,15683.349609375
2021-06-21,15746.5
2021-06-22,15772.75
2021-06-23,15686.9501953125
2021-06-24,15790.4501953125
2021-06-25,15860.349609375
2021-06-28,15814.7001953125
2021-06-29,15748.4501953125
2021-06-30,15721.5
2021-07-01,15680.0
2021-07-02,15722.2001953125
2021-07-05,15834.349609375
2021-07-06,15818.25
2021-07-07,15879.650390625
2021-07-08,15727.900390625
2021-07-09,15689.7998046875
2021-07-12,15692.599609375
2021-07-13,15812.349609375
2021-07-14,15853.9501953125
2021-07-15,15924.2001953125
2021-07-16,15923.400390625
2021-07-19,15752.400390625
2021-07-20,15632.099609375
2021-07-22,15824.0498046875
2021-07-23,15856.0498046875
2021-07-26,15824.4501953125
2021-07-27,15746.4501953125
2021-07-28,15709.400390625
2021-07-29,15778.4501953125
2021-07-30,15763.0498046875
2021-08-02,15885.150390625
2021-08-03,16130.75
2021-08-04,16258.7998046875
2021-08-05,16294.599609375
2021-08-06,16238.2001953125
2021-08-09,16258.25
2021-08-10,16280.099609375
2021-08-11,16282.25
2021-08-12,16364.400390625
2021-08-13,16529.099609375
2021-08-16,16563.05078125
2021-08-17,16614.599609375
2021-08-18,16568.849609375
2021-08-20,16450.5
2021-08-23,16496.44921875
2021-08-24,16624.599609375
2021-08-25,16634.650390625
2021-08-26,16636.900390625
2021-08-27,16705.19921875
2021-08-30,16931.05078125
2021-08-31,17132.19921875
2021-09-01,17076.25
2021-09-02,17234.150390625
2021-09-03,17323.599609375
2021-09-06,17377.80078125
2021-09-07,17362.099609375
2021-09-08,17353.5
2021-09-09,17369.25
2021-09-13,17355.30078125
2021-09-14,17380.0
2021-09-15,17519.44921875
2021-09-16,17629.5
2021-09-17,17585.150390625
2021-09-20,17396.900390625
2021-09-21,17562.0
2021-09-22,17546.650390625
2021-09-23,17822.94921875
2021-09-24,17853.19921875
2021-09-27,17855.099609375
2021-09-28,17748.599609375
2021-09-29,17711.30078125
2021-09-30,17618.150390625
2021-10-01,17532.05078125
2021-10-04,17691.25
2021-10-05,17822.30078125
2021-10-06,17646.0
2021-10-07,17790.349609375
2021-10-08,17895.19921875
2021-10-11,17945.94921875
2021-10-12,17991.94921875
2021-10-13,18161.75
2021-10-14,18338.55078125
2021-10-18,18477.05078125
2021-10-19,18418.75
2021-10-20,18266.599609375
2021-10-21,18178.099609375
2021-10-22,18114.900390625
2021-10-25,18125.400390625
2021-10-26,18268.400390625
2021-10-27,18210.94921875
2021-10-28,17857.25
2021-10-29,17671.650390625
2021-11-01,17929.650390625
2021-11-02,17888.94921875
2021-11-03,17829.19921875
2021-11-04,17916.80078125
2021-11-08,18068.55078125
2021-11-09,18044.25
2021-11-10,18017.19921875
2021-11-11,17873.599609375
2021-11-12,18102.75
2021-11-15,18109.44921875
2021-11-16,17999.19921875
2021-11-17,17898.650390625
2021-11-18,17764.80078125
2021-11-22,17416.55078125
2021-11-23,17503.349609375
2021-11-24,17415.05078125
2021-11-25,17536.25
2021-11-26,17026.44921875
2021-11-29,17053.94921875
2021-11-30,16983.19921875
2021-12-01,17166.900390625
2021-12-02,17401.650390625
2021-12-03,17196.69921875
2021-12-06,16912.25
2021-12-07,17176.69921875
2021-12-08,17469.75
2021-12-09,17516.849609375
2021-12-10,17511.30078125
2021-12-13,17368.25
2021-12-14,17324.900390625
2021-12-15,17221.400390625
2021-12-16,17248.400390625
2021-12-17,16985.19921875
2021-12-20,16614.19921875
2021-12-21,16770.849609375
2021-12-22,16955.44921875
2021-12-23,17072.599609375
2021-12-24,17003.75
2021-12-27,17086.25
2021-12-28,17233.25
2021-12-29,17213.599609375
2021-12-30,17203.94921875
2021-12-31,17354.05078125
2022-01-03,17625.69921875
2022-01-04,17805.25
2022-01-05,17925.25
2022-01-06,17745.900390625
2022-01-07,17812.69921875
2022-01-10,18003.30078125
2022-01-11,18055.75
2022-01-12,18212.349609375
2022-01-13,18257.80078125
2022-01-14,18255.75
2022-01-17,18308.099609375
2022-01-18,18113.05078125
2022-01-19,17938.400390625
2022-01-20,17757.0
2022-01-21,17617.150390625
2022-01-24,17149.099609375
2022-01-25,17277.94921875
2022-01-27,17110.150390625
2022-01-28,17101.94921875
2022-01-31,17339.849609375
2022-02-01,17576.849609375
2022-02-02,17780.0
2022-02-03,17560.19921875
2022-02-04,17516.30078125
2022-02-07,17213.599609375
2022-02-08,17266.75
2022-02-09,17463.80078125
2022-02-10,17605.849609375
2022-02-11,17374.75
2022-02-14,16842.80078125
2022-02-15,17352.44921875
2022-02-16,17322.19921875
2022-02-17,17304.599609375
2022-02-18,17276.30078125
2022-02-21,17206.650390625
2022-02-22,17092.19921875
2022-02-23,17063.25
2022-02-24,16247.9501953125
2022-02-25,16658.400390625
2022-02-28,16793.900390625
2022-03-02,16605.94921875
2022-03-03,16498.05078125
2022-03-04,16245.349609375
2022-03-07,15863.150390625
2022-03-08,16013.4501953125
2022-03-09,16345.349609375
2022-03-10,16594.900390625
2022-03-11,16630.44921875
2022-03-14,16871.30078125
2022-03-15,16663.0
2022-03-16,16975.349609375
2022-03-17,17287.05078125
2022-03-21,17117.599609375
2022-03-22,17315.5
2022-03-23,17245.650390625
2022-03-24,17222.75
2022-03-25,17153.0
2022-03-28,17222.0
2022-03-29,17325.30078125
2022-03-30,17498.25
2022-03-31,17464.75
2022-04-01,17670.44921875
2022-04-04,18053.400390625
2022-04-05,17957.400390625
2022-04-06,17807.650390625
2022-04-07,17639.55078125
2022-04-08,17784.349609375
2022-04-11,17674.94921875
2022-04-12,17530.30078125
2022-04-13,17475.650390625
2022-04-18,17173.650390625
2022-04-19,16958.650390625
2022-04-20,17136.55078125
2022-04-21,17392.599609375
2022-04-22,17171.94921875
2022-04-25,16953.94921875
2022-04-26,17200.80078125
2022-04-27,17038.400390625
2022-04-28,17245.05078125
2022-04-29,17102.55078125
2022-05-02,17069.099609375
2022-05-04,16677.599609375
2022-05-05,16682.650390625
2022-05-06,16411.25
2022-05-09,16301.849609375
2022-05-10,16240.0498046875
2022-05-11,16167.099609375
2022-05-12,15808.0
2022-05-13,15782.150390625
2022-05-16,15842.2998046875
2022-05-17,16259.2998046875
2022-05-18,16240.2998046875
2022-05-19,15809.400390625
2022-05-20,16266.150390625
2022-05-23,16214.7001953125
2022-05-24,16125.150390625
2022-05-25,16025.7998046875
2022-05-26,16170.150390625
2022-05-27,16352.4501953125
2022-05-30,16661.400390625
2022-05-31,16584.55078125
2022-06-01,16522.75
2022-06-02,16628.0
2022-06-03,16584.30078125
2022-06-06,16569.55078125
2022-06-07,16416.349609375
2022-06-08,16356.25
2022-06-09,16478.099609375
2022-06-10,16201.7998046875
2022-06-13,15774.400390625
2022-06-14,15732.099609375
2022-06-15,15692.150390625
2022-06-16,15360.599609375
2022-06-17,15293.5
2022-06-20,15350.150390625
2022-06-21,15638.7998046875
2022-06-22,15413.2998046875
2022-06-23,15556.650390625
2022-06-24,15699.25
2022-06-27,15832.0498046875
2022-06-28,15850.2001953125
2022-06-29,15799.099609375
2022-06-30,15780.25
2022-07-01,15752.0498046875
2022-07-04,15835.349609375
2022-07-05,15810.849609375
2022-07-06,15989.7998046875
2022-07-07,16132.900390625
2022-07-08,16220.599609375
2022-07-11,16216.0
2022-07-12,16058.2998046875
2022-07-13,15966.650390625
2022-07-14,15938.650390625
2022-07-15,16049.2001953125
2022-07-18,16278.5
2022-07-19,16340.5498046875
2022-07-20,16520.849609375
2022-07-21,16605.25
2022-07-22,16719.44921875
2022-07-25,16631.0
2022-07-26,16483.849609375
2022-07-27,16641.80078125
2022-07-28,16929.599609375
2022-07-29,17158.25
2022-08-01,17340.05078125
2022-08-02,17345.44921875
2022-08-03,17388.150390625
2022-08-04,17382.0
2022-08-05,17397.5
2022-08-08,17525.099609375
2022-08-10,17534.75
2022-08-11,17659.0
2022-08-12,17698.150390625
2022-08-16,17825.25
2022-08-17,17944.25
2022-08-18,17956.5
2022-08-19,17758.44921875
2022-08-22,17490.69921875
2022-08-23,17577.5
2022-08-24,17604.94921875
2022-08-25,17522.44921875
2022-08-26,17558.900390625
2022-08-29,17312.900390625
2022-08-30,17759.30078125
2022-09-01,17542.80078125
2022-09-02,17539.44921875
2022-09-05,17665.80078125
2022-09-06,17655.599609375
2022-09-07,17624.400390625
2022-09-08,17798.75
2022-09-09,17833.349609375
2022-09-12,17936.349609375
2022-09-13,18070.05078125
2022-09-14,18003.75
2022-09-15,17877.400390625
2022-09-16,17530.849609375
2022-09-19,17622.25
2022-09-20,17816.25
2022-09-21,17718.349609375
2022-09-22,17629.80078125
2022-09-23,17327.349609375
2022-09-26,17016.30078125
2022-09-27,17007.400390625
2022-09-28,16858.599609375
2022-09-29,16818.099609375
2022-09-30,17094.349609375
2022-10-03,16887.349609375
2022-10-04,17274.30078125
2022-10-06,17331.80078125
2022-10-07,17314.650390625
2022-10-10,17241.0
2022-10-11,16983.55078125
2022-10-12,17123.599609375
2022-10-13,17014.349609375
2022-10-14,17185.69921875
2022-10-17,17311.80078125
2022-10-18,17486.94921875
2022-10-19,17512.25
2022-10-20,17563.94921875
2022-10-21,17576.30078125
2022-10-24,17730.75
2022-10-25,17656.349609375
2022-10-27,17736.94921875
2022-10-28,17786.80078125
2022-10-31,18012.19921875
2022-11-01,18145.400390625
2022-11-02,18082.849609375
2022-11-03,18052.69921875
2022-11-04,18117.150390625
2022-11-07,18202.80078125
2022-11-09,18157.0
2022-11-10,18028.19921875
2022-11-11,18349.69921875
2022-11-14,18329.150390625
2022-11-15,18403.400390625
2022-11-16,18409.650390625
2022-11-17,18343.900390625
2022-11-18,18307.650390625
2022-11-21,18159.94921875
2022-11-22,18244.19921875
2022-11-23,18267.25
2022-11-24,18484.099609375
2022-11-25,18512.75
2022-11-28,18562.75
2022-11-29,18618.05078125
2022-11-30,18758.349609375
2022-12-01,18812.5
2022-12-02,18696.099609375
2022-12-05,18701.05078125
2022-12-06,18642.75
2022-12-07,18560.5
2022-12-08,18609.349609375
2022-12-09,18496.599609375
2022-12-12,18497.150390625
2022-12-13,18608.0
2022-12-14,18660.30078125
2022-12-15,18414.900390625
2022-12-16,18269.0
2022-12-19,18420.44921875
2022-12-20,18385.30078125
2022-12-21,18199.099609375
2022-12-22,18127.349609375
2022-12-23,17806.80078125
2022-12-26,18014.599609375
2022-12-27,18132.30078125
2022-12-28,18122.5
2022-12-29,18191.0
2022-12-30,18105.30078125
2023-01-02,18197.44921875
2023-01-03,18232.55078125
2023-01-04,18042.94921875
2023-01-05,17992.150390625
2023-01-06,17859.44921875
2023-01-09,18101.19921875
2023-01-10,17914.150390625
2023-01-11,17895.69921875
2023-01-12,17858.19921875
2023-01-13,17956.599609375
2023-01-16,17894.849609375
2023-01-17,18053.30078125
2023-01-18,18165.349609375
2023-01-19,18107.849609375
2023-01-20,18027.650390625
2023-01-23,18118.55078125
2023-01-24,18118.30078125
2023-01-25,17891.94921875
2023-01-27,17604.349609375
2023-01-30,17648.94921875
2023-01-31,17662.150390625
2023-02-01,17616.30078125
2023-02-02,17610.400390625
2023-02-03,17854.05078125
2023-02-06,17764.599609375
2023-02-07,17721.5
2023-02-08,17871.69921875
2023-02-09,17893.44921875
2023-02-10,17856.5
2023-02-13,17770.900390625
2023-02-14,17929.849609375
2023-02-15,18015.849609375
2023-02-16,18035.849609375
2023-02-17,17944.19921875
2023-02-20,17844.599609375
2023-02-21,17826.69921875
2023-02-22,17554.30078125
2023-02-23,17511.25
2023-02-24,17465.80078125
2023-02-27,17392.69921875
2023-02-28,17303.94921875
2023-03-01,17450.900390625
2023-03-02,17321.900390625
2023-03-03,17594.349609375
2023-03-06,17711.44921875
2023-03-08,17754.400390625
2023-03-09,17589.599609375
2023-03-10,17412.900390625
2023-03-13,17154.30078125
2023-03-14,17043.30078125
2023-03-15,16972.150390625
2023-03-16,16985.599609375
2023-03-17,17100.05078125
2023-03-20,16988.400390625
2023-03-21,17107.5
2023-03-22,17151.900390625
2023-03-23,17076.900390625
2023-03-24,16945.05078125
2023-03-27,16985.69921875
2023-03-28,16951.69921875
2023-03-29,17080.69921875
2023-03-31,17359.75
2023-04-03,17398.05078125
2023-04-05,17557.05078125
2023-04-06,17599.150390625
2023-04-10,17624.05078125
2023-04-11,17722.30078125
2023-04-12,17812.400390625
2023-04-13,17828.0
2023-04-17,17706.849609375
2023-04-18,17660.150390625
2023-04-19,17618.75
2023-04-20,17624.44921875
2023-04-21,17624.05078125
2023-04-24,17743.400390625
2023-04-25,17769.25
2023-04-26,17813.599609375
2023-04-27,17915.05078125
2023-04-28,18065.0
2023-05-02,18147.650390625
2023-05-03,18089.849609375
2023-05-04,18255.80078125
2023-05-05,18069.0
2023-05-08,18264.400390625
2023-05-09,18265.94921875
2023-05-10,18315.099609375
2023-05-11,18297.0
2023-05-12,18314.80078125
2023-05-15,18398.849609375
2023-05-16,18286.5
2023-05-17,18181.75
2023-05-18,18129.94921875
2023-05-19,18203.400390625
2023-05-22,18314.400390625
2023-05-23,18348.0
2023-05-24,18285.400390625
2023-05-25,18321.150390625
2023-05-26,18499.349609375
2023-05-29,18598.650390625
2023-05-30,18633.849609375
2023-05-31,18534.400390625
2023-06-01,18487.75
2023-06-02,18534.099609375
2023-06-05,18593.849609375
2023-06-06,18599.0
2023-06-07,18726.400390625
2023-06-08,18634.55078125
2023-06-09,18563.400390625
2023-06-12,18601.5
2023-06-13,18716.150390625
2023-06-14,18755.900390625
2023-06-15,18688.099609375
2023-06-16,18826.0
2023-06-19,18755.44921875
2023-06-20,18816.69921875
2023-06-21,18856.849609375
2023-06-22,18771.25
2023-06-23,18665.5
2023-06-26,18691.19921875
2023-06-27,18817.400390625
2023-06-28,18972.099609375
2023-06-30,19189.05078125
2023-07-03,19322.55078125
2023-07-04,19389.0
2023-07-05,19398.5
2023-07-06,19497.30078125
2023-07-07,19331.80078125
2023-07-10,19355.900390625
2023-07-11,19439.400390625
2023-07-12,19384.30078125
2023-07-13,19413.75
2023-07-14,19564.5
2023-07-17,19711.44921875
2023-07-18,19749.25
2023-07-19,19833.150390625
2023-07-20,19979.150390625
2023-07-21,19745.0
2023-07-24,19672.349609375
2023-07-25,19680.599609375
2023-07-26,19778.30078125
2023-07-27,19659.900390625
2023-07-28,19646.05078125
2023-07-31,19753.80078125
2023-08-01,19733.55078125
2023-08-02,19526.55078125
2023-08-03,19381.650390625
2023-08-04,19517.0
2023-08-07,19597.30078125
2023-08-08,19570.849609375
2023-08-09,19632.55078125
2023-08-10,19543.099609375
2023-08-11,19428.30078125
2023-08-14,19434.55078125
2023-08-16,19465.0
2023-08-17,19365.25
2023-08-18,19310.150390625
2023-08-21,19393.599609375
2023-08-22,19396.44921875
2023-08-23,19444.0
2023-08-24,19386.69921875
2023-08-25,19265.80078125
2023-08-28,19306.05078125
2023-08-29,19342.650390625
2023-08-30,19347.44921875
2023-08-31,19253.80078125
2023-09-01,19435.30078125
2023-09-04,19528.80078125
2023-09-05,19574.900390625
2023-09-06,19611.05078125
2023-09-07,19727.05078125
2023-09-08,19819.94921875
2023-09-11,19996.349609375
2023-09-12,19993.19921875
2023-09-13,20070.0
2023-09-14,20103.099609375
2023-09-15,20192.349609375
2023-09-18,20133.30078125
2023-09-20,19901.400390625
2023-09-21,19742.349609375
2023-09-22,19674.25
2023-09-25,19674.55078125
2023-09-26,19664.69921875
2023-09-27,19716.44921875
2023-09-28,19523.55078125
2023-09-29,19638.30078125
2023-10-03,19528.75
2023-10-04,19436.099609375
2023-10-05,19545.75
2023-10-06,19653.5
2023-10-09,19512.349609375
2023-10-10,19689.849609375
2023-10-11,19811.349609375
2023-10-12,19794.0
2023-10-13,19751.05078125
2023-10-16,19731.75
2023-10-17,19811.5
2023-10-18,19671.099609375
2023-10-19,19624.69921875
2023-10-20,19542.650390625
2023-10-23,19281.75
2023-10-25,19122.150390625
2023-10-26,18857.25
2023-10-27,19047.25
2023-10-30,19140.900390625
2023-10-31,19079.599609375
2023-11-01,18989.150390625
2023-11-02,19133.25
2023-11-03,19230.599609375
2023-11-06,19411.75
2023-11-07,19406.69921875
2023-11-08,19443.5
2023-11-09,19395.30078125
2023-11-10,19425.349609375
2023-11-13,19443.55078125
2023-11-15,19675.44921875
2023-11-16,19765.19921875
2023-11-17,19731.80078125
2023-11-20,19694.0
2023-11-21,19783.400390625
2023-11-22,19811.849609375
2023-11-23,19802.0
2023-11-24,19794.69921875
2023-11-28,19889.69921875
2023-11-29,20096.599609375
2023-11-30,20133.150390625
2023-12-01,20267.900390625
2023-12-04,20686.80078125
2023-12-05,20855.099609375
2023-12-06,20937.69921875
2023-12-07,20901.150390625
2023-12-08,20969.400390625
2023-12-11,20997.099609375
2023-12-12,20906.400390625
2023-12-13,20926.349609375
2023-12-14,21182.69921875
2023-12-15,21456.650390625
2023-12-18,21418.650390625
2023-12-19,21453.099609375
2023-12-20,21150.150390625
2023-12-21,21255.05078125
2023-12-22,21349.400390625
2023-12-26,21441.349609375
2023-12-27,21654.75
2023-12-28,21778.69921875
2023-12-29,21731.400390625
2024-01-01,21741.900390625
2024-01-02,21665.80078125
2024-01-03,21517.349609375
2024-01-04,21658.599609375
2024-01-05,21710.80078125
2024-01-08,21513.0
2024-01-09,21544.849609375
2024-01-10,21618.69921875
2024-01-11,21647.19921875
2024-01-12,21894.55078125
2024-01-15,22097.44921875
2024-01-16,22032.30078125
2024-01-17,21571.94921875
2024-01-18,21462.25
2024-01-19,21622.400390625
2024-01-23,21238.80078125
2024-01-24,21453.94921875
2024-01-25,21352.599609375
2024-01-29,21737.599609375
2024-01-30,21522.099609375
2024-01-31,21725.69921875
2024-02-01,21697.44921875
2024-02-02,21853.80078125
2024-02-05,21771.69921875
2024-02-06,21929.400390625
2024-02-07,21930.5
2024-02-08,21717.94921875
2024-02-09,21782.5
2024-02-12,21616.05078125
2024-02-13,21743.25
2024-02-14,21840.05078125
2024-02-15,21910.75
2024-02-16,22040.69921875
2024-02-19,22122.25
2024-02-20,22196.94921875
2024-02-21,22055.05078125
2024-02-22,22217.44921875
2024-02-23,22212.69921875
2024-02-26,22122.05078125
